feature,mean_FN,mean_TP,std_FN,std_TP,mean_difference,cohen_d,abs_cohen_d
st_V1_j_point_amplitude_std,0.04155623480887582,0.03114060132645681,0.05253765024629257,0.026992510277623057,0.010415633482419008,0.26917173574326986,0.26917173574326986
morph_V3_t_inversion_indicator_min,0.0,0.0425531914893617,0.0,0.20184751022351363,-0.0425531914893617,-0.2673903224521463,0.2673903224521463
morph_V1_t_amplitude_max,0.07191379310344825,0.09234042553191485,0.06521860705582436,0.08276968213464389,-0.020426632428466596,-0.2666553618656727,0.2666553618656727
morph_V1_t_peak_value_mean,0.03425522068082916,0.041143848583842624,0.020077712327526177,0.028888205339034953,-0.006888627903013464,-0.26587493888236036,0.26587493888236036
sq_V2_range,1.7201724137931036,1.9385957446808508,0.9158306600347528,0.759952312601719,-0.21842333088774724,-0.2655876421524587,0.2655876421524587
sq_V6_min,-0.30899999999999994,-0.2676595744680851,0.1873350308754437,0.13382368148978155,-0.04134042553191486,-0.26459287604396675,0.26459287604396675
sq_V2_noise_energy,0.00015922683062026178,9.845470952334115e-05,0.0003210715521493414,0.00015300983939422287,6.0772121096920625e-05,0.2625953439258264,0.2625953439258264
morph_V1_t_peak_value_max,0.07118965517241377,0.0913297872340425,0.06573476141663394,0.08300725914139977,-0.020140132061628735,-0.261801012814481,0.261801012814481
st_V3_st_slope_j20_j80_mean,0.001404349059212093,0.0017347876701124154,0.001241043249476225,0.0012843006221765114,-0.00033043861090032247,-0.2605763846561619,0.2605763846561619
sq_aVL_rms,0.066011174183881,0.07501746212207315,0.034627056112947634,0.034961904102400396,-0.00900628793819215,-0.25853702053079186,0.25853702053079186
morph_V2_saddleback_score_mean,0.011418493144786216,0.022810521127564598,0.016301712478021962,0.05462406235224617,-0.011392027982778382,-0.2576261426126575,0.2576261426126575
st_V3_st_slope_j20_j80_min,0.0007862068965516906,0.0010847517730496134,0.0011216697747690857,0.0012018545056720186,-0.0002985448764979227,-0.25469643873747344,0.25469643873747344
morph_V3_covedness_score_min,0.05192816091954017,0.07488297872340421,0.058800276946895165,0.10491316579929459,-0.022954817803864047,-0.25426557847442954,0.25426557847442954
st_V3_st_slope_j0_j40_std,0.0004289697225899947,0.0003334909146693325,0.0005329901627486144,0.0002371071234314601,9.54788079206622e-05,0.25298582278986,0.25298582278986
st_V2_st_slope_j0_j40_max,0.00014310344827585863,0.0005515957446808554,0.0014461735562565192,0.0017110902665865737,-0.0004084922964049968,-0.252785031050756,0.252785031050756
st_V2_s_amplitude_mean,-0.9164572853166667,-1.0565149378453302,0.6083397018818001,0.5204215685540388,0.14005765252866353,0.252207423745484,0.252207423745484
sq_aVL_std,0.06535900830955256,0.0740378118540956,0.034491017179857454,0.034382568304444326,-0.008678803544543034,-0.2521175197952346,0.2521175197952346
st_V1_st_j60_max,0.09620689655172411,0.11179787234042551,0.06269982088207646,0.06158247018243857,-0.015590975788701403,-0.25143645136933723,0.25143645136933723
sq_aVF_snr_proxy,1334.9716137300493,996.1639945651858,1560.6094711298358,1201.0974208536265,338.80761916486347,0.2512572956569313,0.2512572956569313
rr_mean_ms,899.9362925782804,861.085229364353,167.9391367809669,146.52953541922682,38.85106321392732,0.2506864903952388,0.2506864903952388
hr_estimate_bpm,68.73186416846616,71.81134300832592,11.590055560960192,12.820340882934092,-3.0794788398597603,-0.24896291903531595,0.24896291903531595
morph_V1_high_takeoff_gt_2mm_min,0.10344827586206896,0.0425531914893617,0.30454347814923605,0.20184751022351363,0.06089508437270726,0.2477381355424872,0.2477381355424872
st_V1_high_takeoff_gt_2mm_min,0.10344827586206896,0.0425531914893617,0.30454347814923605,0.20184751022351363,0.06089508437270726,0.2477381355424872,0.2477381355424872
morph_V1_t_polarity_median,0.8620689655172413,0.9574468085106383,0.506790981265485,0.2886097865159689,-0.09537784299339702,-0.24712275004072057,0.24712275004072057
